Product ID1,Product ID2,Category,Product Name,Price,Details,On Promo,Original Price,Promo Date
p18085,237687,Deluxe Festive Specialities,Deluxe Pigs In Blankets,€ 2.99,,Yes,Only,From 02.12
p10680,202557,Summer Sun Protection,SPF 50 Sun Spray for Kids,€ 1.99,Cien,No,,
p14062,218016,Summer Sun Protection,After Sun Lotion,€ 2.99,Cien,No,,
p18082,265201,Deluxe Festive Specialities,Deluxe King Prawn Cocktail,€ 3.49,,Yes,Only,From 02.12
p10710,218016,Summer Sun Protection,After Sun Gel,€ 2.99,Cien,No,,
p18077,6000657,Deluxe Festive Specialities,Deluxe Pappardelle with Truffle,€ 1.79,,Yes,Only,From 02.12
p10717,202860,Summer Sun Protection,SPF 30 Classic Sun Lotion,€ 3.99,Cien,No,,
p10674,233126,Summer Sun Protection,SPF 30 Sensitive Sun Spray,€ 2.99,Cien,No,,
p10721,202348,Summer Sun Protection,SPF 20 Sun Lotion,€ 2.99,Cien,No,,
p10672,203263,Summer Sun Protection,SPF 30 Invisible Sun Spray,€ 3.99,Cien,No,,
p10722,233125,Summer Sun Protection,SPF 30 Sun Protection & Tanning Booster,€ 4.49,Cien,No,,
p10701,202347,Summer Sun Protection,After Sun Hydrating Lotion,€ 2.99,,No,,
p18075,6000698,Deluxe Festive Specialities,Deluxe Toma Cheese with Truffle,€ 2.49,,Yes,Only,From 02.12
p10705,202731,Summer Sun Protection,SPF 20 Invisible Sun Spray,€ 3.99,Cien,No,,
p10689,225431,Summer Sun Protection,SPF 20 Invisible Sun Oil Spray,€ 3.99,Cien,No,,
p10681,233072,Summer Sun Protection,SPF 30 Classic Sun Spray,€ 3.99,Cien,No,,
p10673,204861,Summer Sun Protection,SPF 20 Sun Lotion with Satin Effect,€ 3.99,Cien,No,,
p18072,138812,Deluxe Festive Specialities,Deluxe Truffl e Mortadella,€ 1.99,,Yes,Only,From 02.12
p18071,7403520,Deluxe Festive Specialities,Deluxe Pâté with Truffle,€ 1.49,,Yes,Only,From 02.12
p10706,202140,Summer Sun Protection,SPF 6 Invisible Sun Oil Spray,€ 3.99,Cien,No,,
p17998,7707215,Deluxe Festive Specialities,La Riserva del Re Mini Mozzarella,€ 2.99,,Yes,Only,From 25.11
p18074,5610482,Deluxe Festive Specialities,Deluxe Mini Scallops with Truffl es,€ 3.49,,Yes,Only,From 02.12
p10695,225440,Summer Sun Protection,SPF 50 Classic Sun Lotion,€ 3.99,Cien,No,,
p17995,5222019,Deluxe Festive Specialities,Deluxe Gourmet Biscuits for Cheese,€ 2.99,,Yes,Only,From 25.11
p17997,6010321,Deluxe Festive Specialities,Deluxe Parmigiano Reggiano DOP,€ 3.99,,Yes,,From 25.11
p17999,6000065,Deluxe Festive Specialities,Deluxe Grana Padano DOP,€ 2.99,,Yes,Only,From 25.11
p17993,5200014,Deluxe Festive Specialities,Deluxe Premium Cracker Selection,€ 2.29,,Yes,Only,From 25.11
p18073,7700590,Deluxe Festive Specialities,Deluxe Salami Praline,€ 2.49,,Yes,Only,From 02.12
p17996,6011230,Deluxe Festive Specialities,Deluxe Gorgonzola DOP,€ 2.99,,Yes,Only,From 25.11
p17989,5609899,Deluxe Festive Specialities,Deluxe Neufchâtel AOP,€ 2.49,,Yes,Only,From 25.11
p17988,5600092,Deluxe Festive Specialities,Langres AOP,€ 3.49,,Yes,Only,From 25.11
p17991,6009632,Deluxe Festive Specialities,Deluxe Buffalo Milk Camembert,€ 3.99,,Yes,Only,From 25.11
p17994,222702,Deluxe Festive Specialities,Valley Spire British Festive Cheese Selection,€ 4.99,,Yes,Only,From 25.11
p17992,209561,Deluxe Festive Specialities,Deluxe Premium Blended Cheese,€ 2.79,,Yes,Only,From 25.11
p17983,5102649,Deluxe Festive Specialities,Deluxe Tête de Moine AOP,€ 11.99,,Yes,Only,From 25.11
p17981,238383,Deluxe Festive Specialities,Deluxe Christmas Chutney,€ 1.69,,Yes,,From 25.11
p17982,263897,Deluxe Festive Specialities,Deluxe Chutney Gift Pack,€ 3.99,,Yes,Only,From 25.11
p17990,236262,Deluxe Festive Specialities,Epoisses AOP,€ 4.99,,Yes,Only,From 25.11
p17987,6601720,Deluxe Festive Specialities,Deluxe Filled Brie,€ 2.49,,Yes,Only,From 25.11
p17977,29188,Deluxe Festive Specialities,Deluxe Pont l'Évêque AOP,€ 2.99,,Yes,Only,From 25.11
p17985,261652,Deluxe Festive Specialities,Deluxe Acacia Honey,€ 4.99,,Yes,Only,From 25.11
p17980,263279,Deluxe Festive Specialities,Deluxe Cucumber Relish,€ 1.89,,Yes,Only,From 25.11
p17984,6400271,Deluxe Festive Specialities,Deluxe Acacia Honey,€ 5.49,,Yes,Only,From 25.11
p17986,29763,Deluxe Festive Specialities,Deluxe Medjoul Dates,€ 2.49,,Yes,Only,From 25.11
p17978,7707218,Deluxe Festive Specialities,Heiderbeck Goats Cheese,€ 1.99,,Yes,Only,From 25.11
p17979,88253,Deluxe Festive Specialities,Deluxe Crémeux de Normandie,€ 1.99,,Yes,,From 25.11
p18013,359911,Lidl Christmas Elves,Lidl Elves Wrapping Paper/Gift Bag,€ 1.99,,Yes,Only,From 25.11
p18010,366819,Lidl Christmas Elves,Elf Ceramic Mug,€ 4.99,,Yes,Only,From 25.11
p17974,6000094,Deluxe Festive Specialities,Deluxe Olive Tapenade,€ 1.49,,Yes,Only,From 25.11
p18009,375345,Lidl Christmas Elves,Head Elf - 1 Meter,€ 19.99,,Yes,Only,From 25.11
p17976,211968,Deluxe Festive Specialities,Deluxe Apple & Fig Relish,€ 2.49,,Yes,Only,From 25.11
p18008,362097,Lidl Christmas Elves,Lidl Christmas Elves,€ 4.99,,Yes,Only,From 25.11
p18054,375352,Littles Cuties,Lansinoh Feeding Bottles,€ 9.99,,Yes,Only,From 29.11
p17975,5600107,Deluxe Festive Specialities,Deluxe Fig Confit,€ 1.29,,Yes,Only,From 25.11
p18053,382759,Littles Cuties,Video Baby Monitor,€ 74.99,,Yes,RRP €139.99,From 29.11
p18051,334796,Littles Cuties,Lupilu Long Sleeve Baby Bodysuit,€ 4.99,,Yes,Only,From 29.11
p17973,138524,Deluxe Festive Specialities,Deluxe Gourmet Filled Soft Cheese,€ 2.49,,Yes,Only,From 25.11
p18014,359910,Lidl Christmas Elves,Lidl Elves Wrapping Paper/Gift Bag,€ 1.99,,Yes,Only,From 25.11
p18047,375350,Littles Cuties,Breastmilk Storage Bags,€ 9.99,,Yes,Only,From 29.11
p18048,375348,Littles Cuties,Haakaa Silicone Breast Pump,€ 16.99,,Yes,Only,From 29.11
p18012,400760,Lidl Christmas Elves,Christmas Box,€ 4.99,,Yes,Only,From 25.11
p18045,275577,Littles Cuties,Simplee Sangenic Nappy Disposal Bin,€ 14.99,,Yes,Only,From 29.11
p18044,363808,Littles Cuties,Lupilu Baby Pramsuit,€ 14.99,,Yes,Only,From 29.11
p18042,354182,Littles Cuties,Lupilu Baby Toys,€ 5.99,,Yes,Only,From 29.11
p18049,375351,Littles Cuties,Lansinoh Therapearl 3-in-1 Breast Therapy,€ 9.99,,Yes,Only,From 29.11
p18011,366820,Lidl Christmas Elves,Elf Salt and Pepper Shakers,€ 3.99,,Yes,Only,From 25.11
p18043,367354,Littles Cuties,Fisher-Price Baby Toys Assortment,€ 9.99,,Yes,Only,From 29.11
p17897,245768,Super Savers,Irish Angus Beef Burgers,€ 1.89,,Yes,Was €2.39,From 25.11
p17904,33333,Super Savers,Loose Pears,€ 0.39,,Yes,Was 49c,From 25.11
p18050,365397,Littles Cuties,Lupilu Baby Christmas Socks,€ 2.49,,Yes,Only,From 29.11
p18052,398036,Littles Cuties,Digital Sound Monitor,€ 44.99,,Yes,RRP €109.99,From 29.11
p17894,229903,Super Savers,12 Irish Skinny Beef Meatballs,€ 1.99,,Yes,Was €2.65,From 25.11
p17902,123456,Super Savers,Cucumber,€ 0.49,,Yes,Was 59c,From 25.11
p17905,12345,Super Savers,Corn on the Cob,€ 0.49,,Yes,Was €1.39,From 25.11
p17901,4353,Super Savers,Kaki,€ 0.49,,Yes,Was 99c,From 25.11
p17922,232959,Super Savers,Lighthouse Bay 2 Irish Salmon Darnes,€ 2.99,,Yes,Was €3.75,From 25.11
p18046,362003,Littles Cuties,Lupilu Nursing Pillow,€ 4.99,,Yes,Only,From 29.11
p17951,313846,Black Friday Deals,TopMove Polycarbonate Cabin Case,€ 29.99,,Yes,Only,From 26.11
p17947,367243,Black Friday Deals,HUAWEI Band 6 Fitness Tracker,€ 44.99,,Yes,RRP €59,From 26.11
p17948,313855,Black Friday Deals,TopMove Smart Cabin Case,€ 44.99,,Yes,Only,From 26.11
p17950,334317,Black Friday Deals,TopMove Polycarbonate Cabin Case,€ 24.99,,Yes,Only,From 26.11
p17900,45454,Super Savers,Parsnips,€ 0.49,,Yes,was 99c,From 25.11
p17945,372695,Black Friday Deals,Akai Bluetooth Party Speaker,€ 29.99,,Yes,"Was €69,99",From 26.11
p17944,331732,Black Friday Deals,Cabin Case,€ 17.99,,Yes,Only,From 26.11
p17943,399987,Black Friday Deals,Sharp 200W Soundbar,€ 129.99,,Yes,RRP €199.00,From 26.11
p17949,314635,Black Friday Deals,TopMove Polycarbonate Business/ Cabin Case,€ 24.99,,Yes,Only,From 26.11
p17946,382765,Black Friday Deals,SONY Bluetooth In-Ear Headphones,€ 59.99,,Yes,RRP €149.99,From 26.11
p17941,372977,Black Friday Deals,NOW 1 Month Entertainment & Cinema Bundle,€ 14.99,,Yes,RRP €39.99,From 26.11
p17940,400849,Black Friday Deals,42” Full HD Android Smart TV,€ 299.99,,Yes,RRP €529.99,From 26.11
p17942,362088,Black Friday Deals,Hp Deskjet All-In-One Printer,€ 49.99,,Yes,Only,From 26.11
p1566,200465,Grocery Range Pet Food,Super Premium Cat Food,€ 0.25,Coshida,No,,
p17890,332365,Festive Clothing,Kids’ Premium Bestsellers,€ 14.99,,Yes,Only,From 22.11
p3399,210869,Grocery Range Pet Food,Catfood Chunks,€ 2.59,Coshida,No,,
p17938,362117,Black Friday Deals,Tower Carpet Washer,€ 79.99,,Yes,RRP €189.99,From 26.11
p17937,369344,Black Friday Deals,Homedics Phone Sterilisation Pack,€ 17.99,,Yes,RRP €79.99,From 26.11
p17939,402998,Black Friday Deals,Zanussi Bagless Cyclonic Vacuum,€ 74.99,,Yes,RRP €100,From 26.11
p1982,228242,Grocery Range Pet Food,Premium Moist Dog Food,€ 3.29,Orlando,No,,
p17934,372541,Black Friday Deals,Morphy Richards Dimensions Roll Top Bread Bin,€ 14.99,,Yes,RRP €39.49,From 26.11
p17935,367428,Black Friday Deals,Philips Multigroom Series 3000,€ 19.99,,Yes,RRP €44.99,From 26.11
p17932,375966,Black Friday Deals,Tower Gadget Set,€ 24.99,,Yes,RRP €67.19,From 26.11
p17931,375960,Black Friday Deals,Tower Aluminium Pressure Cooker,€ 29.99,,Yes,RRP €109.99,From 26.11
p2028,230275,Grocery Range Pet Food,Cat Food Chunks in Jelly,€ 4.99,Coshida,No,,
p7669,235291,Grocery Range Pet Food,Dog Food Chub Rolls,€ 1.19,Orlando,No,,
p4967,240155,Grocery Range Pet Food,Premium Dry Cat Food,€ 1.69,Coshida Pure Taste,No,,
p17933,406081,Black Friday Deals,Nultribullet Go,€ 34.99,,Yes,Only,From 26.11
p4024,227204,Grocery Range Pet Food,7 Dentastix Oral Care Sticks,€ 2.59,Pedigree,No,,
p4224,200447,Grocery Range Pet Food,Dry Catfood Beef / Fish,€ 1.99,Coshida,No,,
p4744,239798,Grocery Range Pet Food,Premium Meat Cat Snacks,€ 0.99,Coshida Pure Tastw,No,,
p2744,211557,Grocery Range Pet Food,Dogfood Chunks in Gravy/Jelly,€ 0.99,Orlando,No,,
p17930,364113,Black Friday Deals,Tower Air Fryer,€ 49.99,,Yes,RRP €119.99,From 26.11
p8538,252104,Grocery Range Pet Food,Dry Dog Food,€ 8.49,Orlando,No,,
p4849,232141,Grocery Range Pet Food,Premium Dry Dog Food,€ 3.49,Orlando Pure Taste,No,,
p17928,375944,Black Friday Deals,Swan Retro 5 Piece Pan Set Cream,€ 49.99,,Yes,RRP €159.99,From 26.11
p17929,364355,Black Friday Deals,Swan Automatic Milk Frother,€ 27.99,,Yes,RRP €59.99,From 26.11
p1626,200771,Grocery Range Pet Food,Cat Sticks,€ 0.69,,No,,
p17926,387658,Black Friday Deals,Delonghi Espresso Machine,€ 89.99,,Yes,RRP €99.99,From 26.11
p17925,367369,Black Friday Deals,Delonghi Coffee Machine,€ 299.99,,Yes,RRP €519.99,From 26.11
p2300,224807,Grocery Range Pet Food,Dog Dental Sticks,€ 0.69,Orlando,No,,
p4454,202624,Grocery Range Pet Food,Meaty Sticks,€ 1.29,Orlando,No,,
p17927,362063,Black Friday Deals,Salter Coffee to go Maker,€ 17.99,,Yes,RRP €29.99,From 26.11
p2032,230263,Grocery Range Pet Food,Dog Food Chunks in Jelly & Gravy,€ 4.89,Orlando,No,,
p17866,365095,DIY,Parkside Power Sander,€ 19.99,,Yes,Only,From 22.11
p17862,366153,DIY,Parkside DIY Tool Assortment,€ 3.49,,Yes,Only,From 22.11
p4955,242446,Grocery Range Cosmetics,Vegan Self Tanning Mousse,€ 3.99,Marbella Glow,No,,
p17861,365090,DIY,Parkside Cordless Work Light,€ 24.99,,Yes,,From 22.11
p17867,354102,DIY,Parkside LED Head Torch with Sensor,€ 12.99,,Yes,Only,From 22.11
p17859,353563,DIY,Parkside Circular Saw Blade,€ 6.99,,Yes,Only,From 22.11
p17864,354659,DIY,Parkside Cable/Chain Assortment,€ 3.99,,Yes,Only,From 22.11
p17863,365090,DIY,Parkside 20V Cordless Drill Set,€ 39.99,,Yes,Only,From 22.11
p17865,365095,DIY,Parkside Cross Line Laser,€ 29.99,,Yes,Only,From 22.11
p17858,360590,DIY,Parkside Table Saw,€ 119.99,,Yes,Only,From 22.11
p17869,353785,DIY,Parkside Paintbrush Set/Flat Brush Set,€ 4.99,,Yes,Only,From 22.11
p17888,363389,Festive Clothing,Lupilu Kids‘ Christmas Socks,€ 1.99,,Yes,Only,From 22.11
p17868,354134,DIY,Parkside Pump Action Drain Unblocker,€ 9.99,,Yes,Only,From 22.11
p17887,363409,Festive Clothing,Lupilu/Pepperts Kids‘ Knit Leggings,€ 4.99,,Yes,From,From 22.11
p17860,362562,DIY,Parkside Thermal Work Trousers/ Fleece Jacket,€ 14.99,,Yes,Only,From 22.11
p17889,332366,Festive Clothing,Kids’ Bestsellers,€ 7.99,,Yes,Only,From 22.11
p3558,214945,Grocery Range Baby Care,Toilet Wipes for Kids,€ 0.89,Lupilu,No,,
p1866,229824,Grocery Range Baby Nappies,Newborn Nappies Size 1 2-5kg,€ 1.39,Lupilu,No,,
p1960,230589,Grocery Range Baby Care,Baby Shampoo & Bath,€ 0.65,Lupilu,No,,
p1862,229827,Grocery Range Baby Nappies,Mini Nappies Size 2 3-6kg,€ 1.99,Lupilu,No,,
p15767,255717,Grocery Range Baby Food,Chloe's Organic Pineapple & Banana Puffs,€ 0.69,,No,,
p5068,217488,Grocery Range Baby Food,Stage 3 Baby Foods,€ 1.99,Pipin Pear,No,,
p1852,229830,Grocery Range Baby Nappies,XL Nappies Size 6 15+kg,€ 2.99,Lupilu,No,,
p1848,229836,Grocery Range Baby Nappies,Junior Nappies Size 5+ 13-25kg,€ 2.99,Lupilu,No,,
p5066,217500,Grocery Range Baby Food,Stage 4 Baby Foods,€ 2.29,Pipin Pear,No,,
p1872,229838,Grocery Range Baby Nappies,XL Nappies Size 6+,€ 2.99,Lupilu,No,,
p1854,229840,Grocery Range Baby Nappies,Junior Nappies Size 5 11-23kg,€ 2.79,Lupilu,No,,
p1898,218079,Grocery Range Baby Food,Mini Kids Organic Rice Cakes,€ 0.79,Lupilu,No,,
p11339,254185,Grocery Range Baby Care,Petroleum Jelly,,,No,,
p17886,365154,Festive Clothing,Christmas Books Assortment,€ 4.99,,Yes,Only,From 22.11
p1860,229834,Grocery Range Baby Nappies,Maxi Nappies Size 4+ 9-18kg,€ 1.49,Lupilu,No,,
p11336,254184,Grocery Range Baby Care,Baby Pure Nappy Cream,€ 0.79,,No,,
p17882,363347,Festive Clothing,Livarno Home Luxury Blanket,€ 14.99,,Yes,Only,From 22.11
p1874,229828,Grocery Range Baby Nappies,Baby Nappies 3-6+,€ 2.99,Lupilu,No,,
p17884,336737,Festive Clothing,Adult Premium Best Sellers,€ 14.99,,Yes,Only,From 22.11
p1870,229833,Grocery Range Baby Nappies,Maxi Nappies Size 4 8-16kg,€ 2.99,Lupilu,No,,
p1864,229826,Grocery Range Baby Nappies,Baby Pants Junior Size 5 12-17kg,€ 2.35,Lupilu,No,,
p17885,336742,Festive Clothing,Adult Best Sellers,€ 7.99,,Yes,Only,From 22.11
p17881,363377,Festive Clothing,Esmara Ladies‘ Christmas Jumper,€ 11.99,,Yes,Only,From 22.11
p17883,363383,Festive Clothing,Esmara Ladies‘ Christmas Socks,€ 2.99,,Yes,Only,From 22.11
p1874,229828,Grocery Range Baby Nappies,Baby Nappies 3-6+,€ 2.99,Lupilu,No,,
p13764,218265,Grocery Range Vegan,Moscato Frizzante Rosé 5%,€ 4.99,Viajero,No,,
p1303,236225,Grocery Range Vegan,Dairy Free Almond / Oat Drinks,€ 1.69,Just Free,No,,
p5399,238978,Grocery Range Vegan,Vegan Hand Cream,€ 1.99,Cien Food For Skin,No,,
p4505,234839,Grocery Range Vegan,Dairy Free Soya Pot,€ 1.49,Just Free,No,,
p4955,242446,Grocery Range Cosmetics,Vegan Self Tanning Mousse,€ 3.99,Marbella Glow,No,,
p17192,359295,Middle Aisle Specials,Silvercrest Sewing Machine,€ 89.99,,Yes,Only,From 01.11
p9786,236484,Grocery Range Vegan,Moscato Frizante Blanco Joven 5%,€ 4.99,Viajero,No,,
p12410,239591,Grocery Range Vegan,Skin Foodies Scrub / Wash,€ 2.03,Cien Food For Skin,No,,
p5156,247243,Grocery Range Vegan,Vegan Mayo,€ 2.99,Hellman's,No,,
p17193,362559,Middle Aisle Specials,Parkside Men's Leather Safety Shoes,€ 24.99,,Yes,Only,From 01.11
p5308,239645,Grocery Range Vegan,Vegan Face Masks,€ 0.99,Cien,No,,
p17194,362558,Middle Aisle Specials,Parkside Men's Work Trousers,€ 12.99,,Yes,Only,From 01.11
p17190,354267,Middle Aisle Specials,Ultimate Speed Mini Compressor,€ 15.99,,Yes,Only,From 01.11
p17195,354468,Middle Aisle Specials,Parkside 3 Socket Extension Leads 2pk,€ 5.99,,Yes,Only,From 01.11
p17191,368945,Middle Aisle Specials,Parkside Aluminium Multi Purpose Ladder,€ 54.99,,Yes,Only,From 01.11
p7844,202330,Grocery Range Fairtrade,Chocolate Fingers,€ 2.49,J.D. Gross,No,,
p2064,217871,Grocery Range Fairtrade,Fairtrade Colombian Ground Coffee,€ 2.59,Deluxe,No,,
p4888,234167,Grocery Range White Wines,South African Premium Fairtrade Chenin Blanc 13%,€ 7.99,Winemaker's Selection,No,,
p17177,367016,Middle Aisle Specials,Silvercrest Dehumidifier,€ 84.99,,Yes,Only,From 28.10
p2740,211363,Grocery Range Fairtrade,Premium Chocolate,€ 1.49,J.D. Gross,No,,
p7098,231531,Christmas Vegan,Tartlets,€ 2.49,,No,,
p17178,352840,Middle Aisle Specials,Silvercrest Kitchen Tools Digital Air Fryer,€ 49.99,,Yes,Only,From 28.10
p14324,1234,Christmas Sides and Snacks,Italian Smoked Ham Slices,€ 2.69,,No,,
p17344,26207,Christmas Sides and Snacks,Deluxe Italian Beer Cheese,€ 2.99,,Yes,Only,From 04.11
p17342,60096,Christmas Sides and Snacks,Deluxe Buffalo Milk Camembert,€ 3.99,,Yes,Only,From 04.11
p17347,21231,Christmas Sides and Snacks,Deluxe Panzerotti with Prawn & Crab,€ 2.29,,Yes,Only,From 04.11
p7224,247273,Grocery Range Fairtrade,Way To Go! Fairtrade Chocolate,€ 1.99,Fin Carre,No,,
p16154,216059,Christmas Vegan,Vegetable Parcels,€ 1.49,,No,,
p8926,230258,Christmas Starters,Deluxe Belgian Pate,€ 2.99,,Yes,,From 29.11
p16958,16829,Christmas Desserts,Deluxe Soft Amaretti,€ 1.99,,No,,
p17381,230949,Christmas Vegan,Vegetable Nut Roasts,€ 2.99,,No,,
p16760,203704,Christmas Starters,Deluxe Prosciutto San Daniele,€ 10.00,,Yes,,From 24.11
p16750,1234,Christmas Starters,Deluxe Fennel Salami,,,No,,
p16761,1234,Christmas Starters,Deluxe Paté with Truffle,€ 1.49,,No,,
p16763,238980,Christmas Starters,Deluxe Christmas Paté,€ 3.79,,Yes,,From 29.11
p1640,204705,Christmas Starters,Deluxe Parma Ham Slices,€ 2.29,,No,,
p3430,218982,Christmas Starters,Deluxe Spanish Chorizo Mild / Spicy,€ 1.99,,No,,
p13043,221684,Christmas Starters,Deluxe Belgian Pate,€ 2.29,,No,,
p16756,1234,Christmas Starters,Deluxe Hot Smoked Salmon,,,Yes,,From 29.11
p4328,236917,Christmas Starters,Deluxe Salmon in Puff Pastry,€ 3.49,,No,,
p16753,249778,Christmas Starters,Deluxe Brown Crab Claws,€ 9.99,,Yes,,From 29.11
p16755,1234,Christmas Starters,Deluxe Assorted Scallops,,,Yes,,From 24.11
p16751,216298,Christmas Starters,Deluxe King Prawn Cocktail,€ 3.49,,Yes,,From 29.11
p11496,252855,Christmas Starters,Deluxe Jumbo King Prawns,€ 3.29,,No,,
p16744,1234,Christmas Starters,Deluxe Organic Smoked Salmon,€ 3.69,,No,,
p16759,1234,Christmas Starters,Deluxe Trout Pate,€ 2.99,,Yes,,From 29.11
p16754,250621,Christmas Starters,Deluxe Irish Crab Claws,,,No,,
p16758,1234,Christmas Starters,Deluxe Smoked Trout,,,Yes,,From 29.11
p16748,231886,Christmas Starters,Deluxe Fresh Scallops & Prawns,€ 6.99,,No,,
p16752,248559,Christmas Starters,Deluxe Scallops without Roe,€ 6.49,,Yes,,From 27.09
p475,209970,Christmas Starters,Deluxe Seafood Chowder,€ 3.49,,No,,
p16749,1234,Christmas Starters,Deluxe Dublin Bay Prawns with Herbs & Garlic,€ 4.99,,No,,
p16747,231881,Christmas Starters,Deluxe Scallops with Deluxe Black Pudding,€ 5.99,,No,,
p16746,211980,Christmas Starters,Deluxe Oysters,€ 5.49,,Yes,,From 20.12
p9057,221324,Christmas Starters,Argentinian Red Prawns,€ 6.99,,Yes,,From 29.11
p16741,261530,Christmas Starters,Deluxe Muligatawny Soup,€ 1.79,,No,,
p16743,1234,Christmas Starters,Deluxe Broccoli & Stilton Soup,€ 1.79,,No,,
p7202,209923,Christmas Starters,Deluxe Salmon Sensation,€ 2.69,,No,,
p5437,238890,Christmas Starters,Deluxe Chickpea & Coconut Soup,€ 1.79,,No,,
p16745,1234,Christmas Starters,Deluxe Chestnut Mushrooms with Stilton and Leek,,,Yes,,From 24.11
p16740,1234,Christmas Starters,Deluxe Charred Red Pepper Soup,€ 1.79,,No,,
p16742,1234,Christmas Starters,Deluxe Spiced Butternut Squash Soup,€ 1.79,,No,,
p14859,238888,Christmas Starters,Deluxe Minestrone Soup,€ 1.79,,No,,
p15000,210415,Christmas Starters,Deluxe Wild Mushroom / Garden Pea Soup,€ 1.79,,No,,
p617,209078,Christmas Starters,Deluxe Chicken & Vegetable Soup,€ 1.89,,No,,
p13291,255406,Christmas Starters,"Deluxe Tomato, Bell Pepper & Chorizo Soup",€ 1.89,,No,,
p13267,255407,Christmas Starters,Deluxe Sweet Potato & Chicken Soup,€ 1.89,,No,,
p2052,210213,Christmas Starters,Deluxe Sri Lankan Chicken Soup,€ 1.89,,No,,
p251,209077,Christmas Starters,Deluxe Creamy Tomato & Basil Soup,€ 1.49,,No,,
p5459,230512,Christmas Mains,Deluxe Irish Triple Smoked Ham,€ 2.39,,No,,
p16341,,Christmas Mains,Unsmoked Irish Ham Fillet 3kg,€ 9.99,,No,,
p16342,,Christmas Mains,Smoked Irish Ham 3kg,€ 9.99,,No,,
p2344,209072,Christmas Starters,Deluxe Wholesome Vegetable Soup,€ 1.49,,No,,
p16905,203177,Christmas Sides and Snacks,Premium Pesto Sauces,€ 1.69,,Yes,Only,From 04.11
p16337,,Christmas Mains,Deluxe Dry Cured Irish Bacon Roasting Joint ( with Clove and Brown Sugar Glaze/A Sticky Apricot Glaze/Acacia Honey and Wholegrain Mustard Glaze),€ 5.99,,Yes,,From 29.11
p80,,Christmas Mains,Glensallagh Unsmoked Irish Ham Fillet,€ 8.99,,No,,
p16336,,Christmas Mains,Deluxe Centre Cut Ham Fillet Unsmoked with Glaze Sachet,€ 9.99,,No,,
p64,209636,Christmas Mains,Unsmoked Irish Ham Fillet,€ 4.49,,No,,
p16340,211869,Christmas Mains,Irish Unsmoked Ham Fillet,€ 3.19,,No,,
p5463,,Christmas Mains,Irish Topside Honey Cured Ham,€ 2.39,,No,,
p16339,,Christmas Mains,Deluxe Topside Sweetcure,€ 9.99,,No,,
p16334,,Christmas Mains,Large Unsmoked Half Horseshoe Ham Joint,€ 10.99,,Yes,,From 29.11
p16338,,Christmas Mains,Reduced Salt Half Horseshoe Unsmoked,€ 19.99,,Yes,,From 29.11
p16330,251350,Christmas Mains,Deluxe Dry Cure Half Horseshoe Ham Joint,€ 14.99,,No,,
p49,208803,Christmas Mains,Smoked Irish Ham Fillet,€ 4.69,,No,,
p16332,,Christmas Mains,Medium Applewood Smoked Half Horseshoe Ham Joint,€ 9.99,,Yes,,From 29.11
p16327,,Christmas Mains,Deluxe Cured & Cooked Carvery Ham Honey & Clove glazed (Bord Bia),€ 19.99,,No,,
p16335,,Christmas Mains,Deluxe Outdoor Reared Ham,€ 24.99,,Yes,,From 29.11
p16325,224944,Christmas Mains,Unsmoked Whole Ham Leg Rolled & Boned,€ 25.99,,Yes,,From 29.11
p16333,,Christmas Mains,Medium Unsmoked Half Horseshoe Ham Joint,€ 9.99,,Yes,,From 29.11
p16329,239575,Christmas Mains,Whole Ham Leg Unsmoked,€ 26.99,,Yes,,From 29.11
p16328,,Christmas Mains,Dressed Half Ham Leg Bone In,€ 19.99,,No,,
p16326,231295,Christmas Mains,Deluxe Roasted Topside Irish Carvery Ham with Whiskey flavour / Mulled Wine (Bord Bia),€ 9.99,,Yes,,From 29.11
p16331,,Christmas Mains,Large Applewood Smoked Half Horseshoe Ham Joint,€ 10.99,,Yes,,From 29.11
p16322,209609,Christmas Mains,Unsmoked Half Ham Leg 3-5kg,€ 3.25,,Yes,,From 29.11
p16318,,Christmas Mains,Deluxe Aromatic Duck Legs,€ 3.99,,No,,
p1265,224589,Grocery Range Deluxe,Deluxe 2 Duck Breast Fillets,€ 5.99,,No,,
p16321,249011,Christmas Mains,Deluxe Duck Breasts In Plum Sauce,€ 5.99,,No,,
p16316,209795,Christmas Mains,Deluxe Duck Breasts with Garlic & Pepper,€ 5.49,,No,,
p16324,224942,Christmas Mains,Smoked Whole Ham Leg Boned & Rolled,€ 27.99,,Yes,,From 29.11
p16323,209627,Christmas Mains,Smoked Half Ham Leg 3-5kg,€ 3.75,,Yes,,From 29.11
p16315,249012,Christmas Mains,Deluxe Easy Carve Stuffed Duck - With a Pork & Clementine Stuffing with a Zesty Orange Glaze,€ 14.99,,No,,
p16312,217384,Christmas Mains,Deluxe 2 Part Boned Corn Fed Chicken Breast with Tomato & Basil Stuffing,€ 4.99,,No,,
p16319,248996,Christmas Mains,Deluxe Duck Breasts a l’Orange With Orange Sauce,€ 5.99,,No,,
p16309,,Christmas Mains,Roast Turkey Crown (stuffed),€ 19.99,,Yes,,From 13.12
p16320,249001,Christmas Mains,Deluxe Duck Breasts In A Chinese 5 Spice,€ 5.99,,No,,
p16311,215938,Christmas Mains,Deluxe 2 Part Boned Corn Fed Chicken Breast with Black Pudding & Apple Stuffing,€ 4.99,,No,,
